group,name,nrows,ncols,nnz,is_real,is_binary,is_nd,posdef,pattern_symmetry,numerical_symmetry,kind,nentries,estimated_mb,url
GHS_indef,d_pretok,182730,182730,1641672,1,0,1,0,1.0,1.0,2D/3D problem,1641672,50.102,https://sparse.tamu.edu/MM/GHS_indef/d_pretok.tar.gz
VanVelzen,Zd_Jac2,22835,22835,1642407,1,0,0,0,0.000249569948369456,0.0,chemical process simulation problem,1642833,50.137,https://sparse.tamu.edu/MM/VanVelzen/Zd_Jac2.tar.gz
Andrianov,lp1,534388,534388,1643420,1,1,0,0,1.0,1.0,optimization problem,1643420,50.155,https://sparse.tamu.edu/MM/Andrianov/lp1.tar.gz
Um,2cubes_sphere,101492,101492,1647264,1,0,1,1,1.0,1.0,electromagnetics problem,1647264,50.272,https://sparse.tamu.edu/MM/Um/2cubes_sphere.tar.gz
DIMACS10,mo2010,343565,343565,1656568,1,0,0,0,1.0,1.0,undirected weighted graph,1656568,50.556,https://sparse.tamu.edu/MM/DIMACS10/mo2010.tar.gz
Cunningham,qa8fk,66127,66127,1660579,1,0,1,0,1.0,1.0,acoustics problem,1660579,50.679,https://sparse.tamu.edu/MM/Cunningham/qa8fk.tar.gz
Cunningham,qa8fm,66127,66127,1660579,1,0,1,1,1.0,1.0,acoustics problem,1660579,50.679,https://sparse.tamu.edu/MM/Cunningham/qa8fm.tar.gz
FEMLAB,ns3Da,20414,20414,1679599,1,0,1,0,0.9999825339398674,0.0,computational fluid dynamics problem,1679599,51.259,https://sparse.tamu.edu/MM/FEMLAB/ns3Da.tar.gz
Vavasis,av41092,41092,41092,1683902,1,0,1,0,0.0009359570219938022,0.0,2D/3D problem,1683902,51.391,https://sparse.tamu.edu/MM/Vavasis/av41092.tar.gz
GHS_indef,turon_m,189924,189924,1690876,1,0,1,0,1.0,1.0,2D/3D problem,1690876,51.603,https://sparse.tamu.edu/MM/GHS_indef/turon_m.tar.gz
Sandia,ASIC_680ks,682712,682712,1693767,1,0,0,0,1.0,0.005801860432914134,circuit simulation problem,2329176,71.083,https://sparse.tamu.edu/MM/Sandia/ASIC_680ks.tar.gz
Oberwolfach,gas_sensor,66917,66917,1703365,1,0,1,0,1.0,1.0,model reduction problem,1703365,51.985,https://sparse.tamu.edu/MM/Oberwolfach/gas_sensor.tar.gz
DIMACS10,ny2010,350169,350169,1709544,1,0,0,0,1.0,1.0,undirected weighted graph,1709544,52.173,https://sparse.tamu.edu/MM/DIMACS10/ny2010.tar.gz
VanVelzen,Zd_Jac6,22835,22835,1711557,1,0,0,0,0.0002161245251101651,0.0,chemical process simulation problem,1711983,52.248,https://sparse.tamu.edu/MM/VanVelzen/Zd_Jac6.tar.gz
Simon,venkat25,62424,62424,1717763,1,0,1,0,1.0,0.05539650790563141,subsequent computational fluid dynamics problem,1717792,52.425,https://sparse.tamu.edu/MM/Simon/venkat25.tar.gz
Simon,venkat50,62424,62424,1717777,1,0,1,0,1.0,0.05539603939461855,subsequent computational fluid dynamics problem,1717792,52.425,https://sparse.tamu.edu/MM/Simon/venkat50.tar.gz
Simon,venkat01,62424,62424,1717792,1,0,1,0,1.0,0.05542936676316082,computational fluid dynamics problem sequence,1717792,52.425,https://sparse.tamu.edu/MM/Simon/venkat01.tar.gz
QLi,crashbasis,160000,160000,1750416,1,0,0,0,0.5503013048158469,0.0002439613283568576,optimization problem,1750416,53.420,https://sparse.tamu.edu/MM/QLi/crashbasis.tar.gz
QLi,majorbasis,160000,160000,1750416,1,0,0,0,0.5503013048158469,0.0002376736652548767,optimization problem,1750416,53.420,https://sparse.tamu.edu/MM/QLi/majorbasis.tar.gz
Boeing,crystk03,24696,24696,1751178,1,0,1,0,1.0,1.0,materials problem,1751178,53.444,https://sparse.tamu.edu/MM/Boeing/crystk03.tar.gz
Boeing,pcrystk03,24696,24696,1751178,1,1,1,0,1.0,1.0,duplicate materials problem,1751178,53.444,https://sparse.tamu.edu/MM/Boeing/pcrystk03.tar.gz
Lin,Lin,256000,256000,1766400,1,0,1,0,1.0,1.0,structural problem,1766400,53.908,https://sparse.tamu.edu/MM/Lin/Lin.tar.gz
DIMACS10,oh2010,365344,365344,1768240,1,0,0,0,1.0,1.0,undirected weighted graph,1768240,53.964,https://sparse.tamu.edu/MM/DIMACS10/oh2010.tar.gz
Simon,bbmat,38744,38744,1771722,1,0,1,0,0.5295358625441292,0.0005851199495896658,computational fluid dynamics problem,1771722,54.071,https://sparse.tamu.edu/MM/Simon/bbmat.tar.gz
POLYFLOW,invextr1_new,30412,30412,1793881,1,0,1,0,0.971442083756505,0.7213486599424203,computational fluid dynamics problem,1793881,54.747,https://sparse.tamu.edu/MM/POLYFLOW/invextr1_new.tar.gz
Goodwin,Goodwin_071,56021,56021,1797934,1,0,1,0,0.9849308636424431,0.06556841497181332,computational fluid dynamics,1797934,54.871,https://sparse.tamu.edu/MM/Goodwin/Goodwin_071.tar.gz
TSOPF,TSOPF_FS_b162_c3,30798,30798,1801300,1,0,0,0,1.0,1.0,power network problem,1801300,54.973,https://sparse.tamu.edu/MM/TSOPF/TSOPF_FS_b162_c3.tar.gz
Rothberg,cfd1,70656,70656,1825580,1,0,1,1,1.0,1.0,computational fluid dynamics problem,1828364,55.799,https://sparse.tamu.edu/MM/Rothberg/cfd1.tar.gz
SNAP,com-Amazon,334863,334863,1851744,1,1,0,0,1.0,1.0,undirected graph with communities,1851744,56.513,https://sparse.tamu.edu/MM/SNAP/com-Amazon.tar.gz
Simon,appu,14000,14000,1853104,1,0,0,0,1.0,0.9429754924136972,directed weighted random graph,1853104,56.554,https://sparse.tamu.edu/MM/Simon/appu.tar.gz
Rajat,rajat21,411676,411676,1876011,1,0,0,0,0.7647530446640561,0.6145057622905241,circuit simulation problem,1893370,57.783,https://sparse.tamu.edu/MM/Rajat/rajat21.tar.gz
VLSI,power9,155376,155376,1887730,1,0,1,0,1.0,0.3018551635520223,semiconductor device problem,2512300,76.671,https://sparse.tamu.edu/MM/VLSI/power9.tar.gz
SNAP,loc-Gowalla,196591,196591,1900654,1,1,0,0,1.0,1.0,undirected graph,1900654,58.005,https://sparse.tamu.edu/MM/SNAP/loc-Gowalla.tar.gz
VanVelzen,Zd_Jac3,22835,22835,1915726,1,0,0,0,0.0002609405864378739,0.0,chemical process simulation problem,1916152,58.478,https://sparse.tamu.edu/MM/VanVelzen/Zd_Jac3.tar.gz
GHS_psdef,opt1,15449,15449,1930655,1,1,1,0,1.0,1.0,structural problem,1930655,58.921,https://sparse.tamu.edu/MM/GHS_psdef/opt1.tar.gz
Sandia,ASIC_320k,321821,321821,1931828,1,0,0,0,1.0,0.3578041366837217,circuit simulation problem,2635364,80.427,https://sparse.tamu.edu/MM/Sandia/ASIC_320k.tar.gz
DNVS,trdheim,22098,22098,1935324,1,1,1,0,1.0,1.0,structural problem,1935324,59.063,https://sparse.tamu.edu/MM/DNVS/trdheim.tar.gz
Rajat,rajat24,358172,358172,1946979,1,0,0,0,0.996935347128458,0.2716106951495262,circuit simulation problem,1948235,59.457,https://sparse.tamu.edu/MM/Rajat/rajat24.tar.gz
DIMACS10,coAuthorsDBLP,299067,299067,1955352,1,1,0,0,1.0,1.0,undirected graph,1955352,59.675,https://sparse.tamu.edu/MM/DIMACS10/coAuthorsDBLP.tar.gz
TSOPF,TSOPF_FS_b39_c19,76216,76216,1977600,1,0,0,0,1.0,1.0,power network problem,1977600,60.354,https://sparse.tamu.edu/MM/TSOPF/TSOPF_FS_b39_c19.tar.gz
POLYFLOW,mixtank_new,29957,29957,1990919,1,0,1,0,1.0,0.9890905426943581,computational fluid dynamics problem,1995041,60.886,https://sparse.tamu.edu/MM/POLYFLOW/mixtank_new.tar.gz
Precima,analytics,303813,303813,2006126,1,0,0,0,1.0,1.0,data analytics problem,2006126,61.224,https://sparse.tamu.edu/MM/Precima/analytics.tar.gz
IPSO,TSC_OPF_1047,8140,8140,2012833,1,0,0,0,1.0,1.0,power network problem,2016902,61.553,https://sparse.tamu.edu/MM/IPSO/TSC_OPF_1047.tar.gz
HB,bcsstk32,44609,44609,2014701,1,1,1,0,1.0,1.0,structural problem,2014701,61.486,https://sparse.tamu.edu/MM/HB/bcsstk32.tar.gz
vanHeukelum,cage12,130228,130228,2032536,1,0,0,0,1.0,0.1935123018985359,directed weighted graph,2032536,62.030,https://sparse.tamu.edu/MM/vanHeukelum/cage12.tar.gz
Andrianov,net100,29920,29920,2033200,1,1,0,0,1.0,1.0,optimization problem,2033200,62.050,https://sparse.tamu.edu/MM/Andrianov/net100.tar.gz
Rudnyi,water_tank,60740,60740,2035281,1,0,1,0,0.9691204183655847,0.9180067671423384,computational fluid dynamics problem,2035281,62.114,https://sparse.tamu.edu/MM/Rudnyi/water_tank.tar.gz
HB,bcsstk30,28924,28924,2043492,1,1,1,0,1.0,1.0,structural problem,2043492,62.364,https://sparse.tamu.edu/MM/HB/bcsstk30.tar.gz
DIMACS10,pa2010,421545,421545,2058462,1,0,0,0,1.0,1.0,undirected weighted graph,2058462,62.821,https://sparse.tamu.edu/MM/DIMACS10/pa2010.tar.gz
Boeing,bcsstk39,46772,46772,2060662,1,0,1,0,1.0,1.0,structural problem,2089294,63.762,https://sparse.tamu.edu/MM/Boeing/bcsstk39.tar.gz
FEMLAB,sme3Db,29067,29067,2081063,1,0,1,0,0.999978557463075,0.4406373111838425,structural problem,2081063,63.511,https://sparse.tamu.edu/MM/FEMLAB/sme3Db.tar.gz
Schenk_ISEI,para-10,155924,155924,2094873,1,0,1,0,1.0,0.1980866954210761,subsequent semiconductor device problem,5416358,165.296,https://sparse.tamu.edu/MM/Schenk_ISEI/para-10.tar.gz
Schenk_ISEI,para-5,155924,155924,2094873,1,0,1,0,1.0,0.3692588097985042,semiconductor device problem sequence,5416358,165.296,https://sparse.tamu.edu/MM/Schenk_ISEI/para-5.tar.gz
Schenk_ISEI,para-6,155924,155924,2094873,1,0,1,0,1.0,0.3692588097985042,subsequent semiconductor device problem,5416358,165.296,https://sparse.tamu.edu/MM/Schenk_ISEI/para-6.tar.gz
Schenk_ISEI,para-7,155924,155924,2094873,1,0,1,0,1.0,0.3692588097985042,subsequent semiconductor device problem,5416358,165.296,https://sparse.tamu.edu/MM/Schenk_ISEI/para-7.tar.gz
Schenk_ISEI,para-8,155924,155924,2094873,1,0,1,0,1.0,0.1779654854253516,subsequent semiconductor device problem,5416358,165.296,https://sparse.tamu.edu/MM/Schenk_ISEI/para-8.tar.gz
Schenk_ISEI,para-9,155924,155924,2094873,1,0,1,0,1.0,0.1810599453621524,subsequent semiconductor device problem,5416358,165.296,https://sparse.tamu.edu/MM/Schenk_ISEI/para-9.tar.gz
GHS_indef,darcy003,389874,389874,2097566,1,0,1,0,1.0,1.0,2D/3D problem,2101242,64.127,https://sparse.tamu.edu/MM/GHS_indef/darcy003.tar.gz
GHS_indef,mario002,389874,389874,2097566,1,0,1,0,1.0,1.0,duplicate 2D/3D problem,2101242,64.127,https://sparse.tamu.edu/MM/GHS_indef/mario002.tar.gz
SNAP,com-DBLP,317080,317080,2099732,1,1,0,0,1.0,1.0,undirected graph with communities,2099732,64.081,https://sparse.tamu.edu/MM/SNAP/com-DBLP.tar.gz
Williams,mc2depi,525825,525825,2100225,1,0,1,0,0.0,0.0,2D/3D problem,2100225,64.096,https://sparse.tamu.edu/MM/Williams/mc2depi.tar.gz
AG-Monien,wave,156317,156317,2118662,1,1,1,0,1.0,1.0,2D/3D problem,2118662,64.658,https://sparse.tamu.edu/MM/AG-Monien/wave.tar.gz
Schenk_ISEI,barrier2-1,113076,113076,2129496,1,0,1,0,1.0,0.1972208170916773,semiconductor device problem sequence,3805068,116.123,https://sparse.tamu.edu/MM/Schenk_ISEI/barrier2-1.tar.gz
Schenk_ISEI,barrier2-2,113076,113076,2129496,1,0,1,0,1.0,0.1971642812509299,subsequent semiconductor device problem,3805068,116.123,https://sparse.tamu.edu/MM/Schenk_ISEI/barrier2-2.tar.gz
Schenk_ISEI,barrier2-3,113076,113076,2129496,1,0,1,0,1.0,0.1980361234266671,subsequent semiconductor device problem,3805068,116.123,https://sparse.tamu.edu/MM/Schenk_ISEI/barrier2-3.tar.gz
Schenk_ISEI,barrier2-4,113076,113076,2129496,1,0,1,0,1.0,0.189249263546285,subsequent semiconductor device problem,3805068,116.123,https://sparse.tamu.edu/MM/Schenk_ISEI/barrier2-4.tar.gz
GHS_psdef,oilpan,73752,73752,2148558,1,0,1,1,1.0,1.0,structural problem,3597188,109.779,https://sparse.tamu.edu/MM/GHS_psdef/oilpan.tar.gz
DIMACS10,144,144649,144649,2148786,1,1,0,0,1.0,1.0,undirected graph,2148786,65.578,https://sparse.tamu.edu/MM/DIMACS10/144.tar.gz
Schenk_ISEI,barrier2-10,115625,115625,2158759,1,0,1,0,1.0,0.1989334147759642,subsequent semiconductor device problem,3897557,118.946,https://sparse.tamu.edu/MM/Schenk_ISEI/barrier2-10.tar.gz
Schenk_ISEI,barrier2-11,115625,115625,2158759,1,0,1,0,1.0,0.1988805553760946,subsequent semiconductor device problem,3897557,118.946,https://sparse.tamu.edu/MM/Schenk_ISEI/barrier2-11.tar.gz
Schenk_ISEI,barrier2-12,115625,115625,2158759,1,0,1,0,1.0,0.1983617501551521,subsequent semiconductor device problem,3897557,118.946,https://sparse.tamu.edu/MM/Schenk_ISEI/barrier2-12.tar.gz
Schenk_ISEI,barrier2-9,115625,115625,2158759,1,0,1,0,1.0,0.2036036406422221,semiconductor device problem sequence,3897557,118.946,https://sparse.tamu.edu/MM/Schenk_ISEI/barrier2-9.tar.gz
Gupta,gupta1,31802,31802,2164210,1,1,0,0,1.0,1.0,optimization problem,2164210,66.048,https://sparse.tamu.edu/MM/Gupta/gupta1.tar.gz
DIMACS10,il2010,451554,451554,2164464,1,0,0,0,1.0,1.0,undirected weighted graph,2164464,66.056,https://sparse.tamu.edu/MM/DIMACS10/il2010.tar.gz
Chen,pkustk05,37164,37164,2205144,1,1,1,0,1.0,1.0,structural problem,2205144,67.298,https://sparse.tamu.edu/MM/Chen/pkustk05.tar.gz
PARSEC,H2O,67024,67024,2216736,1,0,0,0,1.0,1.0,theoretical/quantum chemistry problem,2216736,67.651,https://sparse.tamu.edu/MM/PARSEC/H2O.tar.gz
GHS_indef,exdata_1,6001,6001,2269500,1,0,0,0,1.0,1.0,optimization problem,2269501,69.262,https://sparse.tamu.edu/MM/GHS_indef/exdata_1.tar.gz
Kamvar,Stanford,281903,281903,2312497,1,1,0,0,0.2766368994208425,0.2766368994208425,directed graph,2312497,70.574,https://sparse.tamu.edu/MM/Kamvar/Stanford.tar.gz
SNAP,web-Stanford,281903,281903,2312497,1,1,0,0,0.2766368994208425,0.2766368994208425,directed graph,2312497,70.574,https://sparse.tamu.edu/MM/SNAP/web-Stanford.tar.gz
DIMACS10,citationCiteseer,268495,268495,2313294,1,1,0,0,1.0,1.0,undirected graph,2313294,70.598,https://sparse.tamu.edu/MM/DIMACS10/citationCiteseer.tar.gz
GHS_psdef,vanbody,47072,47072,2329056,1,0,1,1,1.0,1.0,structural problem,2336898,71.318,https://sparse.tamu.edu/MM/GHS_psdef/vanbody.tar.gz
Bova,rma10,46835,46835,2329092,1,0,1,0,1.0,0.2355549300354827,computational fluid dynamics problem,2374001,72.451,https://sparse.tamu.edu/MM/Bova/rma10.tar.gz
Schenk_IBMNA,c-big,345241,345241,2340859,1,0,0,0,1.0,1.0,optimization problem,2341011,71.444,https://sparse.tamu.edu/MM/Schenk_IBMNA/c-big.tar.gz
DIMACS10,fl2010,484481,484481,2346294,1,0,0,0,1.0,1.0,undirected weighted graph,2346294,71.605,https://sparse.tamu.edu/MM/DIMACS10/fl2010.tar.gz
FEMLAB,poisson3Db,85623,85623,2374949,1,0,1,0,1.0,0.0,computational fluid dynamics problem,2374949,72.480,https://sparse.tamu.edu/MM/FEMLAB/poisson3Db.tar.gz
TSOPF,TSOPF_FS_b162_c4,40798,40798,2398220,1,0,0,0,1.0,1.0,power network problem,2398220,73.190,https://sparse.tamu.edu/MM/TSOPF/TSOPF_FS_b162_c4.tar.gz
Chen,pkustk07,16860,16860,2418804,1,1,1,0,1.0,1.0,structural problem,2418804,73.818,https://sparse.tamu.edu/MM/Chen/pkustk07.tar.gz
Andrianov,net4-1,88343,88343,2441727,1,1,0,0,1.0,1.0,optimization problem,2441727,74.518,https://sparse.tamu.edu/MM/Andrianov/net4-1.tar.gz
DIMACS10,vsp_msc10848_300sep_100in_1Kout,21996,21996,2442056,1,1,0,0,1.0,1.0,random unweighted graph,2442056,74.528,https://sparse.tamu.edu/MM/DIMACS10/vsp_msc10848_300sep_100in_1Kout.tar.gz
DNVS,tsyl201,20685,20685,2454957,1,1,1,0,1.0,1.0,structural problem,2454957,74.921,https://sparse.tamu.edu/MM/DNVS/tsyl201.tar.gz
Bodendiek,CurlCurl_1,226451,226451,2472071,1,0,1,0,1.0,1.0,model reduction problem,2472071,75.444,https://sparse.tamu.edu/MM/Bodendiek/CurlCurl_1.tar.gz
Chen,pkustk06,43164,43164,2571768,1,1,1,0,1.0,1.0,structural problem,2571768,78.486,https://sparse.tamu.edu/MM/Chen/pkustk06.tar.gz
Andrianov,net125,36720,36720,2577200,1,1,0,0,1.0,1.0,optimization problem,2577200,78.652,https://sparse.tamu.edu/MM/Andrianov/net125.tar.gz
Boeing,ct20stif,52329,52329,2600295,1,0,1,1,1.0,1.0,structural problem,2698463,82.353,https://sparse.tamu.edu/MM/Boeing/ct20stif.tar.gz
Williams,cop20k_A,121192,121192,2624331,1,0,1,0,1.0,1.0,2D/3D problem,2624331,80.090,https://sparse.tamu.edu/MM/Williams/cop20k_A.tar.gz
Sandia,ASIC_680k,682862,682862,2638997,1,0,0,0,1.0,0.004444308126428144,circuit simulation problem,3871773,118.159,https://sparse.tamu.edu/MM/Sandia/ASIC_680k.tar.gz
Freescale,nxp1,414604,414604,2655880,1,0,0,0,0.9998398784682034,0.8220579996645768,circuit simulation problem,2656177,81.062,https://sparse.tamu.edu/MM/Freescale/nxp1.tar.gz
Nasa,nasasrb,54870,54870,2677324,1,0,1,1,1.0,1.0,structural problem,2677324,81.707,https://sparse.tamu.edu/MM/Nasa/nasasrb.tar.gz
Boeing,pct20stif,52329,52329,2698463,1,1,1,0,1.0,1.0,structural problem,2698463,82.353,https://sparse.tamu.edu/MM/Boeing/pct20stif.tar.gz
Oberwolfach,filter3D,106437,106437,2707179,1,0,1,0,1.0,1.0,model reduction problem,2707179,82.618,https://sparse.tamu.edu/MM/Oberwolfach/filter3D.tar.gz
GHS_indef,helm2d03,392257,392257,2741935,1,0,1,0,1.0,1.0,2D/3D problem,2741935,83.679,https://sparse.tamu.edu/MM/GHS_indef/helm2d03.tar.gz
Andrianov,ins2,309412,309412,2751484,1,1,0,0,1.0,1.0,optimization problem,2751484,83.971,https://sparse.tamu.edu/MM/Andrianov/ins2.tar.gz
Botonakis,thermomech_dK,204316,204316,2846228,1,0,1,0,1.0,0.6652727267221619,thermal problem,2846228,86.862,https://sparse.tamu.edu/MM/Botonakis/thermomech_dK.tar.gz
GHS_psdef,ramage02,16830,16830,2866352,1,1,1,0,1.0,1.0,computational fluid dynamics problem,2866352,87.476,https://sparse.tamu.edu/MM/GHS_psdef/ramage02.tar.gz
Schenk_ISEI,para-4,153226,153226,2930882,1,0,1,0,1.0,0.2900222345747638,semiconductor device problem,5326228,162.546,https://sparse.tamu.edu/MM/Schenk_ISEI/para-4.tar.gz
TSOPF,TSOPF_RS_b300_c2,28338,28338,2943887,1,0,0,0,0.00991209710027776,0.0001755931670937033,power network problem,2943887,89.842,https://sparse.tamu.edu/MM/TSOPF/TSOPF_RS_b300_c2.tar.gz
GHS_psdef,srb1,54924,54924,2962152,1,1,1,0,1.0,1.0,structural problem,2962152,90.400,https://sparse.tamu.edu/MM/GHS_psdef/srb1.tar.gz
Norris,stomach,213360,213360,3021648,1,0,1,0,0.8474914253808726,0.0,2D/3D problem,3021648,92.215,https://sparse.tamu.edu/MM/Norris/stomach.tar.gz
Rothberg,cfd2,123440,123440,3085406,1,0,1,1,1.0,1.0,computational fluid dynamics problem,3087898,94.237,https://sparse.tamu.edu/MM/Rothberg/cfd2.tar.gz
DIMACS10,rgg_n_2_18_s0,262144,262144,3094566,1,1,0,0,1.0,1.0,undirected random graph,3094566,94.441,https://sparse.tamu.edu/MM/DIMACS10/rgg_n_2_18_s0.tar.gz
TSOPF,TSOPF_FS_b39_c30,120216,120216,3121160,1,0,0,0,1.0,1.0,power network problem,3121160,95.252,https://sparse.tamu.edu/MM/TSOPF/TSOPF_FS_b39_c30.tar.gz
Andrianov,net150,43520,43520,3121200,1,1,0,0,1.0,1.0,optimization problem,3121200,95.253,https://sparse.tamu.edu/MM/Andrianov/net150.tar.gz
Chen,pkustk03,63336,63336,3130416,1,1,1,0,1.0,1.0,structural problem,3130416,95.535,https://sparse.tamu.edu/MM/Chen/pkustk03.tar.gz
DIMACS10,delaunay_n19,524288,524288,3145646,1,1,0,0,1.0,1.0,undirected graph,3145646,95.999,https://sparse.tamu.edu/MM/DIMACS10/delaunay_n19.tar.gz
FEMLAB,sme3Dc,42930,42930,3148656,1,0,1,0,0.9999793929020139,0.4391179389295772,structural problem,3148656,96.091,https://sparse.tamu.edu/MM/FEMLAB/sme3Dc.tar.gz
SNAP,amazon0312,400727,400727,3200440,1,1,0,0,0.5315337891039982,0.5315337891039982,directed graph,3200440,97.672,https://sparse.tamu.edu/MM/SNAP/amazon0312.tar.gz
Rothberg,3dtube,45330,45330,3213618,1,1,1,0,1.0,1.0,computational fluid dynamics problem,3213618,98.074,https://sparse.tamu.edu/MM/Rothberg/3dtube.tar.gz
LAW,cnr-2000,325557,325557,3216152,1,1,0,0,0.2491384628169437,0.2491384628169437,directed graph,3216152,98.151,https://sparse.tamu.edu/MM/LAW/cnr-2000.tar.gz
Goodwin,Goodwin_095,100037,100037,3226066,1,0,1,0,0.9880933163299772,0.06443620776105316,computational fluid dynamics,3226066,98.454,https://sparse.tamu.edu/MM/Goodwin/Goodwin_095.tar.gz
Chen,pkustk08,22209,22209,3226671,1,1,1,0,1.0,1.0,structural problem,3226671,98.472,https://sparse.tamu.edu/MM/Chen/pkustk08.tar.gz
ND,nd3k,9000,9000,3279690,1,0,1,1,1.0,1.0,2D/3D problem,3279690,100.090,https://sparse.tamu.edu/MM/ND/nd3k.tar.gz
DNVS,shipsec8,114919,114919,3303553,1,0,1,1,1.0,1.0,structural problem,6653399,203.048,https://sparse.tamu.edu/MM/DNVS/shipsec8.tar.gz
SNAP,amazon0505,410236,410236,3356824,1,1,0,0,0.5465803390347542,0.5465803390347542,directed graph,3356824,102.444,https://sparse.tamu.edu/MM/SNAP/amazon0505.tar.gz
DIMACS10,m14b,214765,214765,3358036,1,1,0,0,1.0,1.0,undirected graph,3358036,102.481,https://sparse.tamu.edu/MM/DIMACS10/m14b.tar.gz
PARSEC,GaAsH6,61349,61349,3381809,1,0,0,0,1.0,1.0,theoretical/quantum chemistry problem,3381809,103.207,https://sparse.tamu.edu/MM/PARSEC/GaAsH6.tar.gz
SNAP,amazon0601,403394,403394,3387388,1,1,0,0,0.5573497928197183,0.5573497928197183,directed graph,3387388,103.377,https://sparse.tamu.edu/MM/SNAP/amazon0601.tar.gz
Botonakis,FEM_3D_thermal2,147900,147900,3489300,1,0,1,0,1.0,0.9502082959238642,thermal problem,3489300,106.487,https://sparse.tamu.edu/MM/Botonakis/FEM_3D_thermal2.tar.gz
DIMACS10,ca2010,710145,710145,3489366,1,0,0,0,1.0,1.0,undirected weighted graph,3489366,106.489,https://sparse.tamu.edu/MM/DIMACS10/ca2010.tar.gz
DNVS,shipsec1,140874,140874,3568176,1,0,1,1,1.0,1.0,structural problem,7813404,238.448,https://sparse.tamu.edu/MM/DNVS/shipsec1.tar.gz
Embree,ifiss_mat,96307,96307,3599932,1,0,1,0,1.0,0.2845118352876235,computational fluid dynamics,3599932,109.863,https://sparse.tamu.edu/MM/Embree/ifiss_mat.tar.gz
UTEP,Dubcova3,146689,146689,3636643,1,0,1,1,1.0,1.0,2D/3D problem,3636649,110.984,https://sparse.tamu.edu/MM/UTEP/Dubcova3.tar.gz
Wissgott,parabolic_fem,525825,525825,3674625,1,0,1,1,1.0,1.0,computational fluid dynamics problem,3674625,112.143,https://sparse.tamu.edu/MM/Wissgott/parabolic_fem.tar.gz
GHS_psdef,s3dkt3m2,90449,90449,3686223,1,0,1,1,1.0,1.0,structural problem,3753461,114.548,https://sparse.tamu.edu/MM/GHS_psdef/s3dkt3m2.tar.gz
Mycielski,mycielskian14,12287,12287,3695512,1,1,0,0,1.0,1.0,undirected graph,3695512,112.780,https://sparse.tamu.edu/MM/Mycielski/mycielskian14.tar.gz
TKK,smt,25710,25710,3749582,1,0,1,1,1.0,1.0,structural problem,3753184,114.540,https://sparse.tamu.edu/MM/TKK/smt.tar.gz
TKK,s4dkt3m2,90449,90449,3753461,1,1,1,0,1.0,1.0,structural problem,3753461,114.548,https://sparse.tamu.edu/MM/TKK/s4dkt3m2.tar.gz
Rajat,rajat29,643994,643994,3760246,1,0,0,0,0.6856406275660725,0.6910598008173955,circuit simulation problem,4866270,148.509,https://sparse.tamu.edu/MM/Rajat/rajat29.tar.gz
DNVS,ship_003,121728,121728,3777036,1,0,1,1,1.0,1.0,structural problem,8086034,246.768,https://sparse.tamu.edu/MM/DNVS/ship_003.tar.gz
Raju,laminar_duct3D,67173,67173,3788857,1,0,1,0,0.9022908019592145,0.5518386226500883,computational fluid dynamics problem,3833077,116.978,https://sparse.tamu.edu/MM/Raju/laminar_duct3D.tar.gz
Ronis,xenon2,157464,157464,3866688,1,0,1,0,1.0,0.7756792256277864,materials problem,3866688,118.004,https://sparse.tamu.edu/MM/Ronis/xenon2.tar.gz
DNVS,ship_001,34920,34920,3896496,1,0,1,1,1.0,1.0,structural problem,4644230,141.733,https://sparse.tamu.edu/MM/DNVS/ship_001.tar.gz
Williams,cant,62451,62451,4007383,1,0,1,1,1.0,1.0,2D/3D problem,4007383,122.298,https://sparse.tamu.edu/MM/Williams/cant.tar.gz
DIMACS10,vsp_bcsstk30_500sep_10in_1Kout,58348,58348,4033156,1,1,0,0,1.0,1.0,random unweighted graph,4033156,123.084,https://sparse.tamu.edu/MM/DIMACS10/vsp_bcsstk30_500sep_10in_1Kout.tar.gz
Chen,pkustk04,55590,55590,4218660,1,1,1,0,1.0,1.0,structural problem,4218660,128.745,https://sparse.tamu.edu/MM/Chen/pkustk04.tar.gz
Um,offshore,259789,259789,4242673,1,0,1,1,1.0,1.0,electromagnetics problem,4242673,129.478,https://sparse.tamu.edu/MM/Um/offshore.tar.gz
Gupta,gupta2,62064,62064,4248286,1,1,0,0,1.0,1.0,optimization problem,4248286,129.649,https://sparse.tamu.edu/MM/Gupta/gupta2.tar.gz
Chen,pkustk10,80676,80676,4308984,1,1,1,0,1.0,1.0,structural problem,4308984,131.502,https://sparse.tamu.edu/MM/Chen/pkustk10.tar.gz
Williams,pdb1HYS,36417,36417,4344765,1,0,0,1,1.0,1.0,weighted undirected graph,4344765,132.594,https://sparse.tamu.edu/MM/Williams/pdb1HYS.tar.gz
Oberwolfach,t3dh,79171,79171,4352105,1,0,1,0,1.0,1.0,model reduction problem,4352105,132.818,https://sparse.tamu.edu/MM/Oberwolfach/t3dh.tar.gz
Oberwolfach,t3dh_a,79171,79171,4352105,1,0,1,0,1.0,1.0,duplicate model reduction problem,4352105,132.818,https://sparse.tamu.edu/MM/Oberwolfach/t3dh_a.tar.gz
Oberwolfach,t3dh_e,79171,79171,4352105,1,0,1,0,1.0,1.0,duplicate model reduction problem,4352105,132.818,https://sparse.tamu.edu/MM/Oberwolfach/t3dh_e.tar.gz
